id,canonical_food_id,cultivar_name,synonyms,structured_seasons,nutrition_override,notes,created_at,updated_at
604,1557,Purple Queen,"[""Reine Pourpre""]","{""available"":[6,7,8,9]}","{""color"":""violet"",""anthocyanins"":{""note"":""Riche en anthocyanes""}}","Haricot violet foncé, devient vert à la cuisson, très productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
605,1557,Rocquencourt,,"{""available"":[6,7,8,9]}",,"Haricot mangetout jaune beurre, gousses plates, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
606,1557,Contender,,"{""available"":[6,7,8,9]}",,"Haricot vert nain, gousses droites, résistant chaleur et maladies",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
607,1557,Blue Lake,,"{""available"":[7,8,9]}",,"Haricot vert à rames, gousses longues rondes, très productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
608,1557,Provider,,"{""available"":[6,7,8,9]}",,"Haricot vert nain précoce, gousses droites, résistant au froid",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
609,1557,Fortex,,"{""available"":[7,8,9]}",,"Haricot à rames extra-long (25-30 cm), sans fil, très tendre",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
610,1557,Maxibel,,"{""available"":[6,7,8,9]}",,"Haricot filet extra-fin, gousses longues, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
611,1557,Nautica,,"{""available"":[6,7,8,9]}",,"Haricot vert nain, gousses droites fines, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
612,1557,Neckarkönigin,"[""Reine du Neckar""]","{""available"":[6,7,8,9]}",,"Haricot à rames allemand, gousses plates larges, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
613,1557,Blauhilde,"[""Blauhilde Violette""]","{""available"":[7,8,9]}","{""color"":""violet foncé""}","Haricot à rames violet foncé, gousses longues, très productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
614,1557,Golden Wax,"[""Beurre Doré""]","{""available"":[6,7,8,9]}","{""color"":""jaune""}","Haricot beurre nain jaune, gousses tendres, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
615,1557,Emerite,,"{""available"":[6,7,8,9]}",,"Haricot vert filet, gousses fines régulières, précoce",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
616,1557,Cobra,,"{""available"":[7,8,9]}",,"Haricot à rames vert foncé, gousses longues droites",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
617,1557,Neckargold,,"{""available"":[6,7,8,9]}","{""color"":""jaune""}","Haricot beurre à rames jaune, gousses plates, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
618,1557,Maxi,,"{""available"":[6,7,8,9]}",,"Haricot mange-tout plat, gousses larges sans parchemin",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
619,1557,Amethyst,"[""Améthyste""]","{""available"":[6,7,8,9]}","{""color"":""violet""}","Haricot violet nain, gousses rondes, très productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
620,1557,Capitano,,"{""available"":[6,7,8,9]}",,"Haricot filet résistant, gousses droites sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
621,1557,Purple Teepee,,"{""available"":[6,7,8,9]}","{""color"":""violet""}","Haricot violet nain, port dressé, gousses hautes, facile à récolter",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
622,1557,La Victoire,,"{""available"":[7,8,9]}",,"Haricot à rames ancien, gousses plates striées, sans fil",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
623,1557,Coco de Paimpol,"[""Coco de Paimpol AOP""]","{""available"":[7,8,9]}",,"Haricot grain blanc et rouge, demi-sec ou sec, AOP Bretagne",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
624,1557,Tarbais,"[""Haricot Tarbais IGP""]","{""available"":[8,9,10]}",,"Gros haricot blanc grain du Sud-Ouest, IGP, fondant",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
625,1557,Soissons,"[""Haricot de Soissons IGP""]","{""available"":[8,9,10]}",,"Très gros haricot blanc plat, IGP, texture crémeuse",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
626,1557,Flageolet Chevrier,"[""Flageolet Vert""]","{""available"":[7,8,9]}",,"Haricot grain vert pâle, récolte demi-sec, saveur fine",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
627,1557,Lingot du Nord,,"{""available"":[8,9,10]}",,"Haricot blanc allongé, texture fondante, région Nord",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
628,1557,Mogette de Vendée,"[""Mogette IGP""]","{""available"":[8,9,10]}",,"Haricot blanc grain de Vendée, IGP, fondant et crémeux",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
629,1557,Coco Blanc,,"{""available"":[7,8,9]}",,"Haricot grain blanc ovale, demi-sec, texture fondante",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
630,1557,Coco Rouge,,"{""available"":[7,8,9]}","{""color"":""rouge et blanc""}","Haricot grain rouge et blanc, demi-sec, décoratif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
631,1557,Michelet,,"{""available"":[7,8,9]}",,"Haricot à écosser à rames, grain blanc, productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
632,1557,Princesse,,"{""available"":[7,8,9]}",,"Haricot nain à écosser, grain blanc, précoce",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
633,1557,Yin Yang,,"{""available"":[7,8,9]}","{""color"":""bicolore noir et blanc""}","Haricot grain bicolore noir-blanc, décoratif, saveur douce",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
634,1557,Borlotto,"[""Haricot Borlotto""]","{""available"":[7,8,9]}","{""color"":""crème marbré rouge""}","Haricot italien marbré rouge, demi-sec, texture crémeuse",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
635,1557,Black Turtle,"[""Haricot Noir""]","{""available"":[8,9,10]}","{""color"":""noir""}","Petit haricot noir, sec, riche en protéines, cuisine mexicaine",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
636,1557,Red Kidney,"[""Haricot Rouge""]","{""available"":[8,9,10]}","{""color"":""rouge foncé""}","Haricot rouge en forme de rein, sec, cuisine chili",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
637,1557,Pinto,,"{""available"":[8,9,10]}","{""color"":""beige tacheté""}","Haricot beige tacheté brun, sec, cuisine mexicaine",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
638,1558,Serpette Cendré,,"{""available"":[5,6,7]}",,"Pois à écosser nain, grains ridés sucrés, productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
639,1558,Mangetout Carouby de Maussane,"[""Carouby""]","{""available"":[5,6,7]}",,"Pois mangetout à rames, gousses violettes larges et plates",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
640,1558,Petit Provençal,,"{""available"":[5,6,7]}",,"Pois à écosser nain précoce, petits grains sucrés",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
641,1558,Sugar Snap,"[""Pois Gourmand Croquant""]","{""available"":[5,6,7,8]}",,"Pois gourmand à rames, gousses rondes charnues croquantes",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
642,1558,Kelvedon Wonder,,"{""available"":[5,6,7]}",,"Pois à écosser nain, grains moyens, très productif",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
643,1558,Telephone,"[""Alderman""]","{""available"":[6,7,8]}",,"Pois à écosser à rames tardif, grosses gousses, grains sucrés",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
644,1558,Oregon Sugar Pod,,"{""available"":[5,6,7]}",,"Pois mangetout nain, gousses plates sans parchemin",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
645,1558,Merveille de Kelvedon,,"{""available"":[5,6,7]}",,"Pois nain précoce, grains ridés très sucrés",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
646,1558,Ambassador,,"{""available"":[6,7,8]}",,"Pois à écosser résistant au mildiou, grains sucrés",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
647,1558,Golden Sweet,"[""Pois Doré""]","{""available"":[5,6,7]}","{""color"":""jaune""}","Pois mangetout jaune, gousses dorées, décoratif et sucré",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
648,1559,Aguadulce,"[""Aguadulce à Longue Cosse""]","{""available"":[4,5,6]}",,"Fève espagnole longue cosse, grains gros, résistante au froid",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
649,1559,Seville Longpod,"[""Séville""]","{""available"":[5,6]}",,"Fève anglaise longue, gousses 30-35 cm, grains savoureux",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
650,1559,The Sutton,,"{""available"":[5,6]}",,"Fève naine compacte, idéale petits jardins, grains tendres",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
651,1559,D'Aguadulce à Très Longue Cosse,,"{""available"":[4,5,6]}",,"Fève très longue cosse, très productive, résistante",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
652,1559,Rouge de Bordeaux,,"{""available"":[5,6]}","{""color"":""rouge-brun""}","Fève grain rouge-brun, saveur prononcée, décorative",2025-10-03 18:15:47.25011+00,2025-10-03 18:15:47.25011+00
724,1201,Anabelle,"[""Annabelle""]","{""available"":[6,7,8,9,10]}",,"Remontante très productive, fruits gros et sucrés, excellente résistance aux maladies, saveur équilibrée",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
725,1201,Cirafine,,"{""available"":[6,7,8,9,10]}",,"Remontante précoce, arôme intense, chair ferme et juteuse, excellente pour le frais, production juin à octobre",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
726,1201,Maestro,,"{""available"":[6,7,8,9,10]}",,"Remontante tardive, gros fruits coniques, couleur rouge brillant, bonne conservation, résistante au froid",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
727,1201,Favori,"[""Favori des Jardins""]","{""available"":[6,7,8,9,10]}",,"Remontante rustique, fruits moyens très parfumés, production régulière été-automne, idéale pour jardin amateur",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
728,1201,Gento,,"{""available"":[6,7,8,9,10]}",,"Remontante vigoureuse, fruits rouge foncé, chair ferme, excellente productivité, résistante aux maladies",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
729,1201,Délice,"[""Delice des Jardins""]","{""available"":[6,7,8,9,10]}",,"Remontante productive, fruits rouge brillant, saveur sucrée intense, bonne conservation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
730,1201,Reine des Vallées,"[""Reine des Valles""]","{""available"":[6,7,8,9,10]}",,"Remontante ancienne, petits fruits très parfumés, production régulière, rustique et vigoureuse",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
731,1201,Everest,,"{""available"":[6,7,8,9,10]}",,"Remontante grimpante, fruits moyens parfumés, idéale culture verticale, production abondante été-automne",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
732,1201,Mount Everest,,"{""available"":[6,7,8,9,10]}",,"Remontante grimpante, gros fruits rouge vif, chair ferme sucrée, production longue sur tuteur",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
733,1201,Tribute,,"{""available"":[6,7,8,9,10]}",,"Remontante américaine, fruits coniques moyens, saveur excellente, bonne résistance maladies foliaires",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
734,1201,Tristar,,"{""available"":[6,7,8,9,10]}",,"Remontante compacte, fruits moyens rouge foncé, chair ferme savoureuse, idéale jardin et pot",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
735,1201,Diamante,,"{""available"":[5,6,7,8,9,10]}",,"Remontante californienne, très gros fruits brillants, chair ferme croquante, excellent rendement commercial",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
736,1201,Evie 2,"[""Evie Two"",""Evie-2""]","{""available"":[6,7,8,9,10]}",,"Remontante britannique, gros fruits coniques, saveur sucrée intense, excellente production longue durée",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
737,1201,Capron Royal,,"{""available"":[6,7,8,9,10]}",,"Remontante ancienne, fruits musqués parfumés, goût unique, production juin à octobre, rustique",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
738,1201,Ostara,,"{""available"":[6,7,8,9,10]}",,"Remontante néerlandaise, fruits moyens rouge brillant, saveur équilibrée, production régulière été-automne",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
739,1201,Rabunda,,"{""available"":[6,7,8,9,10]}",,"Remontante allemande, gros fruits rouge foncé, chair ferme juteuse, résistante maladies, productive",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
740,1201,Selva,,"{""available"":[5,6,7,8,9,10]}",,"Remontante américaine, très gros fruits coniques, chair ferme peu juteuse, excellent pour congélation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
741,1201,Eversweet,,"{""available"":[6,7,8,9,10]}",,"Remontante américaine, fruits moyens sucrés, production constante, résistante maladies foliaires",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
742,1201,Temptation,,"{""available"":[6,7,8,9,10]}",,"Remontante grimpante, fruits moyens parfumés, idéale en pot ou suspension, floraison rose décorative",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
743,1201,Alexandria,,"{""available"":[6,7,8,9,10,11]}",,"Remontante type fraise des bois, petits fruits très parfumés, production abondante, sans stolons",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
744,1201,Rügen,,"{""available"":[6,7,8,9,10,11]}",,"Remontante alpine allemande, petits fruits allongés très aromatiques, saveur intense, sans stolons",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
745,1201,Yellow Wonder,"[""Merveille Jaune""]","{""available"":[6,7,8,9,10]}","{""color"":""jaune pâle""}","Remontante à fruits jaune pâle, saveur douce ananas, chair tendre, production régulière",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
746,1201,Framberry,,"{""available"":[6,7,8,9,10]}",,"Remontante hybride fraise-framboise, fruits allongés rose foncé, saveur unique, très décorative",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
747,1201,Buddy,,"{""available"":[5,6,7,8,9,10]}",,"Remontante compacte idéale pot, gros fruits rouge vif, saveur sucrée, très productive pour sa taille",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
748,1201,Toscana,,"{""available"":[5,6,7,8,9,10]}",,"Remontante décorative, fleurs roses vives, fruits moyens savoureux, idéale balcon et massif",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
749,1201,Cléry,"[""Clery""]","{""available"":[4,5,6]}",,"Non-remontante précoce italienne, gros fruits coniques brillants, chair ferme sucrée, excellente conservation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
750,1201,Clémentine,"[""Clementine""]","{""available"":[5,6]}",,"Non-remontante mi-précoce, gros fruits rouge vif, saveur douce équilibrée, chair ferme, bonne productivité",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
751,1201,Magnum,,"{""available"":[5,6]}",,"Non-remontante tardive, très gros fruits spectaculaires, chair ferme sucrée, production abondante mai-juin",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
752,1201,Senga Sengana,"[""Senga-Sengana""]","{""available"":[5,6]}",,"Non-remontante mi-saison allemande, fruits rouge foncé très parfumés, excellent pour confiture, rustique",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
753,1201,Rubis des Jardins,"[""Rubis""]","{""available"":[5,6]}",,"Non-remontante mi-saison, fruits moyens rouge rubis, saveur sucrée intense, idéale jardin amateur",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
754,1201,Gorella,,"{""available"":[5,6]}",,"Non-remontante mi-saison néerlandaise, gros fruits rouge vif brillants, chair ferme, excellente productivité",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
755,1201,Cambridge Favourite,"[""Cambridge Favorite""]","{""available"":[5,6,7]}",,"Non-remontante britannique, fruits moyens rouge orangé, saveur équilibrée, très rustique et productive",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
756,1201,Elsanta,,"{""available"":[5,6]}",,"Non-remontante mi-saison, gros fruits coniques brillants, chair ferme croquante, standard commercial européen",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
757,1201,Mme Moutot,"[""Madame Moutot"",""Moutot""]","{""available"":[5,6,7]}",,"Non-remontante mi-tardive ancienne, fruits moyens très parfumés, saveur intense, production régulière",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
758,1201,Belrubi,,"{""available"":[5,6]}",,"Non-remontante mi-saison belge, gros fruits rouge foncé brillants, chair ferme sucrée, résistante maladies",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
759,1201,Surprise des Halles,"[""Surprise""]","{""available"":[4,5,6]}",,"Non-remontante précoce ancienne, fruits moyens rouge vif, saveur parfumée équilibrée, rustique",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
760,1201,Pajaro,,"{""available"":[4,5,6]}",,"Non-remontante américaine, très gros fruits fermes, chair peu juteuse, excellent pour industrie et congélation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
761,1201,Chandler,,"{""available"":[4,5,6]}",,"Non-remontante californienne, gros fruits coniques brillants, chair ferme croquante, excellente conservation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
762,1201,Camarosa,,"{""available"":[3,4,5,6]}",,"Non-remontante précoce, très gros fruits rouge brillant, chair ferme sucrée, production massive, culture tunnel",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
763,1201,Sonata,,"{""available"":[5,6]}",,"Non-remontante mi-saison néerlandaise, gros fruits coniques réguliers, chair ferme sucrée, excellente productivité",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
764,1201,Symphony,,"{""available"":[5,6,7]}",,"Non-remontante mi-tardive britannique, gros fruits rouge brillant, saveur douce équilibrée, bonne résistance",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
765,1201,Aprica,,"{""available"":[4,5]}",,"Non-remontante précoce italienne, fruits rouge orangé brillants, chair tendre juteuse, arôme intense",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
766,1201,Allegro,,"{""available"":[4,5,6]}",,"Non-remontante mi-précoce italienne, gros fruits coniques rouge vif, chair ferme croquante, productive",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
767,1201,Asia,,"{""available"":[5,6,7]}",,"Non-remontante mi-tardive italienne, très gros fruits allongés brillants, chair ferme peu juteuse, excellente conservation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
768,1201,Joly,,"{""available"":[5,6]}",,"Non-remontante mi-saison française, gros fruits rouge foncé, saveur sucrée intense, production régulière",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
769,1201,Florence,,"{""available"":[6,7]}",,"Non-remontante tardive britannique, gros fruits rouge brillant, saveur excellente, bonne conservation",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
770,1201,Mieze Schindler,,"{""available"":[5,6]}",,"Non-remontante mi-saison ancienne allemande, petits fruits très parfumés, saveur incomparable, production modérée",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
771,1201,Royal Sovereign,,"{""available"":[5,6]}",,"Non-remontante mi-saison ancienne britannique, fruits moyens rouge vif, arôme exceptionnel, variété de collection",2025-10-03 18:28:04.373112+00,2025-10-03 18:28:04.373112+00
889,1207,Centennial,"[""Centennial Seedless""]",,"{""color"":""blanc verdâtre""}","Raisin blanc sans pépin, grains ovales moyens, croquant sucré, excellente conservation",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
890,1207,Ora,"[""Ora Seedless""]",,"{""color"":""blanc doré""}","Raisin blanc sans pépin, grains moyens, chair croquante très sucrée, maturation précoce",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
891,1207,Exalta,,,"{""color"":""blanc verdâtre""}","Raisin blanc précoce, gros grains fermes, saveur équilibrée, excellente productivité",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
892,1207,Perle de Csaba,"[""Csaba Gyöngye""]","{""available"":[7,8]}","{""color"":""jaune doré""}","Raisin blanc très précoce hongrois, grains moyens, arôme musqué prononcé, chair juteuse",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
893,1207,Cardinal Blanc,,,"{""color"":""blanc crème""}","Raisin blanc précoce, très gros grains ronds, chair croquante sucrée, grappe lâche",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
894,1207,Gros Vert,"[""Italia""]",,"{""color"":""vert jaune""}","Raisin blanc tardif italien, très gros grains ovales, chair ferme musquée, excellente conservation",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
895,1207,Chasselas Doré,"[""Chasselas de Fontainebleau""]",,"{""color"":""doré ambré""}","Raisin blanc classique français, grains moyens ronds, chair fondante très sucrée, arôme délicat",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
896,1207,Muscat de Hambourg Blanc,,,"{""color"":""blanc verdâtre""}","Raisin blanc musqué, gros grains, chair juteuse très parfumée, saveur intense",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
897,1207,Perlette,,"{""available"":[7,8]}","{""color"":""blanc verdâtre""}","Raisin blanc très précoce sans pépin, petits grains ronds, chair croquante sucrée",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
898,1207,Thompson Seedless,"[""Sultana""]",,"{""color"":""vert pâle""}","Raisin blanc sans pépin, grains ovales moyens, chair ferme sucrée, excellent pour raisins secs",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
899,1207,Flame Seedless Blanc,,,"{""color"":""blanc rosé""}","Raisin blanc rosé sans pépin, grains ronds moyens, chair croquante très sucrée",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
900,1207,Victoria,,,"{""color"":""blanc verdâtre""}","Raisin blanc roumain, très gros grains ovales, chair ferme croquante, saveur douce",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
901,1207,Sultanine,"[""Sultana Blanche""]",,"{""color"":""jaune doré""}","Raisin blanc sans pépin, petits grains ovales, très sucré, idéal raisins secs",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
902,1207,Danuta,,,"{""color"":""blanc ambré""}","Raisin blanc polonais résistant, gros grains, chair juteuse sucrée, bonne rusticité",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
903,1207,Lakemont,,,"{""color"":""blanc verdâtre""}","Raisin blanc américain sans pépin, grains moyens ronds, chair tendre très sucrée",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
904,1207,Himrod,,"{""available"":[8,9]}","{""color"":""blanc doré""}","Raisin blanc sans pépin précoce, petits grains, chair croquante sucrée, très productif",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
905,1207,Interlaken,,"{""available"":[7,8]}","{""color"":""jaune verdâtre""}","Raisin blanc très précoce sans pépin, petits grains, saveur douce, résistant au froid",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
906,1207,Sovereign Coronation,"[""Coronation""]",,"{""color"":""blanc doré""}","Raisin blanc anglais, très gros grains ovales, chair ferme musquée, culture sous serre",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
907,1207,Muscat d'Alexandrie,"[""Moscatel""]",,"{""color"":""jaune doré""}","Raisin blanc musqué méditerranéen, gros grains ovales, arôme muscat intense, chair juteuse",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
908,1207,Perlina,,,"{""color"":""blanc rosé""}","Raisin blanc italien, grains ronds moyens, chair croquante sucrée, bonne conservation",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
909,1207,Fanny,,,"{""color"":""blanc verdâtre""}","Raisin blanc précoce sans pépin, grains moyens, chair ferme sucrée, résistant maladies",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
910,1207,Palatina,,,"{""color"":""blanc doré""}","Raisin blanc allemand résistant, gros grains, saveur douce aromatique, bonne rusticité",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
911,1207,Muscat Ottonel,,,"{""color"":""blanc verdâtre""}","Raisin blanc musqué, grains moyens ronds, arôme muscat délicat, maturation précoce",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
912,1207,Bianca,,,"{""color"":""jaune verdâtre""}","Raisin blanc hongrois résistant, grains moyens, saveur neutre, excellent pour vin et jus",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
913,1207,Aladin,,,"{""color"":""noir bleuté""}","Raisin noir sans pépin, gros grains ovales, chair ferme croquante sucrée, excellente conservation",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
914,1207,Prima,,"{""available"":[7,8]}","{""color"":""noir violet""}","Raisin noir très précoce sans pépin, grains moyens, chair juteuse sucrée, résistant maladies",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
915,1207,Ribol,,,"{""color"":""noir bleuté""}","Raisin noir espagnol, gros grains fermes, chair croquante sucrée, bonne conservation",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
916,1207,Exotic,,,"{""color"":""noir violet""}","Raisin noir sans pépin, grains ronds moyens, chair juteuse très sucrée, saveur intense",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
917,1207,Black Magic,"[""Magic Seedless""]",,"{""color"":""noir brillant""}","Raisin noir sans pépin, grains allongés, chair croquante sucrée, excellente productivité",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
918,1207,Crimson Seedless,,,"{""color"":""rouge vif""}","Raisin rouge sans pépin, grains allongés, chair ferme croquante très sucrée",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
919,1207,Autumn Royal,,"{""available"":[9,10]}","{""color"":""noir bleuté""}","Raisin noir tardif sans pépin, très gros grains, chair ferme croquante sucrée",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
920,1207,Black Pearl,"[""Perle Noire""]",,"{""color"":""noir brillant""}","Raisin noir sans pépin, grains ronds moyens, chair juteuse sucrée, très productif",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
921,1207,Napoléon,"[""Frankenthal""]",,"{""color"":""noir bleuté""}","Raisin noir ancien allemand, gros grains, chair juteuse sucrée, culture sous serre",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
922,1207,Concord,,"{""available"":[9,10]}","{""color"":""noir violet""}","Raisin noir américain, grains moyens, saveur foxée typique, excellent jus et gelée",2025-10-03 18:30:35.608446+00,2025-10-03 18:30:35.608446+00
